key,zh-CN,zh-Hant,en-US,es,fr,it,ja,kr
message.saveSuccessDesc,已成功保存为个人预设,已成功保存為個人預設,Successfully saved as a personal preset,Guardado exitosamente como un preset personal,Sauvegardé avec succès en tant que préréglage personnel,Salvato con successo come preset personale,個人プリセットとして成功裏に保存されました,개인 설정으로 성공적으로 저장되었습니다
nav.devices,设备,設備,Devices,Dispositivos,Périph.,Dispositivi,デバイス,장치
nav.faq,帮助,幫助,FAQ,FAQ,FAQ,FAQ,FAQ,FAQ
nav.games,游戏,遊戲,Games,Juegos,Jeux,Giochi,ゲーム,게임
nav.home,首页,首頁,Home,Inicio,Accueil,Home,ホームページ,홈
nav.needLogin,登录,未登錄,Login,Acceso,Compte,Login,ログイン,로그인
nav.settings,设置,設置,Settings,Ajustes,Réglages,Impostazioni,設定,설정
nav.telemetry,遥测,,,,,,,
openBetaDisclaimerConfirm,了解,了解,OK,OK,Valider,OK,確認しました,확인
openBetaDisclaimerContent,在SimPro 2.0开放测试中，您可能会遇到功能缺陷或者程序崩溃，但不损坏您的速魔设备或者计算机。预设文件格式和稳定版SimPro 2.0可能会不兼容。,在SimPro 2.0開放式測試中，您可能會遇到功能缺陷或程式崩潰，但不損壞您的速魔設備或電腦。預設檔案格式和穩定版SimPro 2.0可能不相容。,"PLEASE BE AWARE THAT THIS IS AN OPEN BETA TEST OF SimPro Manager 2.0. YOU MAY ENCOUNTER BUGS OR EVEN CRASHES, THIS WILL NOT DAMAGE YOUR DEVICES OR COMPUTER. PRESET FILE FORMATS MAY NOT BE COMPATIBLE WITH THE STABLE VERSION OF SimPro Manager 2.0.","TENGA EN CUENTA QUE ESTA ES UNA PRUEBA BETA ABIERTA DE SimPro Manager 2.0. PUEDE ENCONTRAR ERRORES O INCLUSO FALLOS, ESTO NO DAÑARÁ SUS DISPOSITIVOS NI SU ORDENADOR. LOS PERFILES PUEDEN NO SER COMPATIBLES CON LA VERSIÓN ESTABLE DE SimPro Manager 2.0.","VEUILLEZ ÊTRE CONSCIENTS QU'IL S'AGIT D'UNE VERSION BETA TEST DE SimPro Manager 2.0. Il se peut que vous rencontriez des bugs ou même des crashs, ce qui n'endommagera pas vos appareils ou votre ordinateur. Les formats de fichiers prédéfinis peuvent ne pas être compatibles avec la version stable de SimPro Manager 2.0",RICORDA CHE STAI UTILIZZANDO UNA VERSIONE OPEN BETA DI SimPro Manager 2.0.POTRESTI RISCONTRARE DEI BUG O ANCHE DEI CRASH DEL PROGRAMMA. QUESTO NON DANNEGGERÀ IL TUO DISPOSITIVO NÉ IL TUO COMPUTER. IL FORMATO DEI FILE DEI PROFILI POTREBBE NON ESSERE COMPATIBILE CON LA VERSIONE STABILE DI SimPro Manager 2.0.,これはSimPro Manager 2.0の公開ベータテストです。バグやクラッシュが発生する可能性がありますが、デバイスやコンピュータに損害を与えるものではありません。プリセットファイル形式は、SimPro Manager 2.0の正式版と互換性がない場合があります。,"이것은 SimPro Manager 2.0의 오픈 베타 테스트입니다. 버그 또는 다운되는 상황을 겪을 수 있으며, 이로 인해 장치나 컴퓨터에 손상이 가지 않습니다. 사전 설정 파일 형식이 SimPro Manager 2.0의 안정 된 버전과 호환되지 않을 수 있습니다."
openBetaDisclaimerTitle,开放测试提示,開放測試提示,THIS IS OPEN BETA OF SimPro Manager 2,ESTA ES LA BETA ABIERTA DE SimPro Manager 2,CECI EST UNE VERSION BETA OUVERTE de Simpro 2.0,QUESTA È UNA BETA DI SimPro Manager 2,これはSimPro Manager 2のオープンベータ版です,SimPro Manager 2의 오픈 베타 버전입니다
pedalControlBox.angle,角度,角度,Angle,Ángulo,Angle,Angolo,角度,앵글
pedalControlBox.feedbackOptions,反馈选项,反饋選項,Feedback Options,Opciones de Fidelidad,Retour télémétrie,Opzioni Feedback,フィードバック オプション,피드백 옵션
pedalControlBox.frequency,振动频率,振動頻率,Frequency,Frecuencia,Fréquence,Frequenza,周波数,주파수
pedalControlBox.linearForceRange,震动力度线性调节,震動力度線性調節,Vibration Intensity Linear Adjustment,Ajuste lineal de la intensidad de la vibración,Réglage linéaire de l'intensité des vibrations,Regolazione lineare dell'intensità delle vibrazioni,振動強度の線形調整,진동 강도 선형 조정
pedalControlBox.linearFrequencyRange,震动频率线性调节,設置線性頻率上升/下降區間,Frequency increase/decrese range,Configurar rango de aumento/disminución de frecuencia,Plage d'augmentation/diminution de la fréquence,Impostare l'intervallo di aumento/diminuzione della frequenza,周波数増加/減少範囲の設定,주파수 증가/감소 범위 설정
pedalControlBox.loadCell,压力,壓力,Load-Cell,Célula de carga,Load-Cell,Cella di Carico,ロードセル,로드셀
pedalControlBox.motorAdjustment,电机调整,電機調整,Motor Adjustment,Ajuste del Motor,Réglage des vibreurs,Regolazioni Motorino,モーター調整,모터 조정
pedalControlBox.ratioRange,结合区间,結合區間,Ratio Range,Ratio Range,Plage de ratio,Ratio Range,比率範囲,비율 범위
pedalControlBox.strength,回馈力度,回饋力度,Strength,Fuerza,Force,Intensità,強さ,강도
pedalControlBox.vehicleRPMSTriggerRange,车辆RPMs触发调节,車輛RPMs觸發區間,RPM Trigger Range,Rango de activación de RPM del vehículo,Plage de déclenchement des RPM du véhicule,Gamma di attivazione degli RPM del veicolo,RPMトリガー範囲,RPM 트리거 범위
pedalControlBox.vehicleSpeedTriggerRange,车辆时速触发区间,車輛時速觸發區間,Vehicle speed trigger range,Rango de activación de la velocidad del vehículo,Plage de déclenchement de la vitesse du véhicule,Gamma di attivazione della velocità del veicolo,車速トリガー範囲,차량 속도 트리거 범위
pedalControlBox.vibraTime,震动时长,震動時長,Vibration Duration,Duración de la vibración,Durée de la vibration,Durata della vibrazione,振動時間,진동 지속 시간
pedalControlBox.vibrate,震动,震動,Vibrate,Vibración,Vibration,Test Vibrazione,振動する,진동
pedalControlBox.wheelSlipPercentage,轮胎打滑灵敏度,轮胎打滑靈敏度,Tire Slip Sensitivity,Sensibilidad al deslizamiento de los neumáticos,Sensibilité au dérapage des pneus,Sensibilità allo slittamento dei pneumatici,タイヤスリップ感度,타이어 미끄러짐 민감도
preset.Back,返回,返回,Back,Atrás,Retour,Indietro,戻る,뒤로
preset.Official,SIMAGIC,SIMAGIC,SIMAGIC,SIMAGIC,SIMAGIC,SIMAGIC,SIMAGIC,SIMAGIC
preset.Personal,个人,個人,Personal,Personal,Personnel,Personale,個人,개인
preset.PleaseConfirmPersonalPresetChangeTips,当前预设已修改，是否保存？,當前預設已修改，是否保存？,The current preset has been modified. Do you want to save it?,El ajuste preestablecido actual ha sido modificado. ¿Quieres guardarlo?,Le préréglage actuel a été modifié. Voulez-vous l’enregistrer ?,Il preset attuale è stato modificato. Vuoi salvarlo?,現在のプリセットが変更されました。保存しますか？,현재 프리셋이 수정되었습니다. 저장하시겠습니까?
preset.PleaseConfirmPresetChangeTips,当前预设已修改，是否另存个人预设？,當前預設已修改，是否另存為個人預設？,The current preset has been modified. Do you want to save it as a personal preset?,El ajuste preestablecido actual ha sido modificado. ¿Quieres guardarlo como preajuste personal?,Le préréglage actuel a été modifié. Voulez-vous l’enregistrer comme préréglage personnel ?,Il preset attuale è stato modificato. Vuoi salvarlo come preset personale?,現在のプリセットが変更されました。個人用プリセットとして保存しますか？,현재 프리셋이 수정되었습니다. 개인 프리셋으로 저장하시겠습니까?
preset.SimagicFineTunedPreset,速魔官方预设,速魔官方預設,SIMAGIC,Preajuste optimizado de SIMAGIC,Préréglages précis SIMAGIC,Preset SIMAGIC Fine-Tuned,SIMAGIC微調整プリセット,SIMAGIC 미세 조정 프리셋
preset.SyncThisPresetToTheCloud,请将此预设同步上云,請將此預設同步上雲,Sync this preset to the cloud,Sincroniza este perfil con la nube,Synchronisez ce préréglage avec le cloud,Sincronizza questo Preset con il Cloud,このプリセットをクラウドに同期,이 프리셋을 클라우드에 동기화
preset.addFromLocalFile,本地添加,從本地文件添加,Add From Local File,,,,,
preset.back,返回,返回,Back,Back,Retour,Indietro,戻る,뒤로
preset.cancel,取消,取消,Cancel,Cancelar,Annuler,Annulla,キャンセル,취소
preset.clearFilter,清除筛选,清除篩選,Clear Filter,Borrar filtros,Effacer le filtre,Resetta Filtri,フィルターを消去,필터 지우기
preset.close,关闭,關閉,Close,Cerrar,Fermer,Chiudi,閉じる,닫기
preset.cloudSyncedPreset,云同步预设,雲端同步預設,Cloud Synced Preset,Perfil sincronizado con en la nube,Préréglage synchronisé dans le cloud,Preset dal Cloud,クラウド同期プリセット,클라우드 동기화된 프리셋
preset.confirm,确认,確認,Confirm,Confirmar,Confirmer,Conferma,確認,확인
preset.confirmImportPreset,确认导入预设,確認導入預設,Confirm Import Preset,Confirmar importar perfil,Confirmer l'importation du préréglage,Conferma Importazione Preset,プリセットのインポート確認,프리셋 가져오기 확인
preset.customCategory,自定分类,自定分類,Custom Category,Categoria personalizada,Catégorie personnalisée,Categoria Personalizzata,カテゴリーをカスタムする,커스텀 카테고리
preset.customTags,自定义类别,自定义类别,Custom Tags,Etiqueta personalizada,Balise personnalisée,Tag Personalizzati,タグをカスタムする,커스텀 태그
preset.delete,删除,刪除,Delete,Borrar,Supprimer,Cancella,削除,삭제
preset.deletePreset,删除预设,刪除預設,Delete Preset,Borrar Perfil,Supprimer le préréglage,Cancella Preset,プリセットを削除,프리셋 삭제
preset.deleted,已删除,已刪除,Deleted,Borrado,Supprimé,Cancellato,削除しました,삭제됨
preset.discard,放弃,放棄,Discard,descartar,,Annulla,破棄,제거
preset.discardChanges,放弃更改,放棄更改,Discard Changes,Descartar cambios,Annuler,Annulla Modifiche,変更を破棄,변경 사항 삭제
preset.edited,已编辑,已編輯,Edited,Modificado,Édité,Modificato,編集,편집됨
preset.exportAsFile,导出为文件,導出為檔案,Export As File,Exportar como fichero,Exporter sous forme de fichier,Esporta come File,ファイルとしてエクスポート,파일로 내보내기
preset.filterApplied,已应用筛选,已套用篩選,Filter Applied,Filtros aplicados,Filtre appliqué,Filtro Applicato,フィルターを適用,필터 적용됨
preset.gameCategory,游戏分类,遊戲分類,Game Category,Categoria del juego,Catégorie de jeu,Categoria Gioco,ゲームカテゴリー,게임 카테고리
preset.gameFilter,筛选游戏,篩選遊戲,Game Filter,F. por juego,Filtre jeux,Filtro Gioco,ゲームフィルター,게임 필터
preset.import,导入,導入,Import,Importar,Importer,Importa,輸入,가져오기
preset.importFromFile,从文件导入,從檔案導入,Import From File,Importar como fichero,Importer à partir d'un fichier,Importa da File,ファイルからインポート,파일에서 가져오기
preset.importFromSimpro1,导入SimPro1预设,,Import SimPro1.x Preset,Importar perfiles del SimPro1.x,Importer préréglage SimPro1.x,Importa Preset per SimPro1.x,SimPro1.xプリセットをインポート,SimPro1.x 프리셋 가져오기
preset.importPreset,导入预设,導入預設,Import Preset,Importar Perfiles,Importer un préréglage,Importa Preset,プリセットをインポート,프리셋 가져오기
preset.localPreset,本地预设,本地預設,Local Preset,Perfiles locales,Préréglage local,Preset Locali,ローカルプリセット,로컬 프리셋
preset.login,请先登录,請先登入,Login,Iniciar sesión,Connexion,Login,ログイン,로그인
preset.noAddedTags,暂无已添加分类,暫無已新增分類,No Added Tags,No hay etiquetas añadidas,Aucune balise ajoutée,Nessun Tag Aggiunto,追加タグなし,추가된 태그 없음
preset.noFilterMatchingResult,没有匹配的结果,沒有符合的結果,No Filter Matching Result,Ningún resultado de coincidencia de filtro,Aucun filtre correspond au résultat,Nessun Risultato con questo Filtro,フィルター照合結果なし,필터와 일치하는 결과 없음
preset.noInternetConnectionCloudFunctionsNotAvailable,无互联网连接 云功能不可用,無網路連線 雲端功能不可用,No Internet Connection Cloud Functions Not Available,Sin conexión a Internet las Funciones de la nube no estan disponibles,"Pas de connexion Internet Cloud, fonctions non disponibles",Nessuna Connessione a Internet. Le funzioni del Cloud non sono disponibili.,インターネットに接続されていないためクラウド機能が利用できません,인터넷 연결 없음 - 클라우드 기능 사용 불가
preset.noPreset,暂无预设,暫無預設,No Presets,No hay ajustes preestablecidos disponibles,Aucun préréglage disponible,'Nessun preset disponibile,プリセットがありません,삭제하면 프리셋이 로컬에 저장되지 않습니다!
preset.noSearchResultFound,暂无搜索结果,暫無搜索結果,No Searching Results,No hay resultados de búsqueda,Aucun résultat de recherche,Nessun risultato di ricerca,検索結果がありません,검색 결과가 없습니다
preset.noUserPresetHere,暂无用户预设,暫無使用者預設,No User Preset Here,No hay ningún perfil preestablecido aquí,Aucun préréglage utilisateur ici,Nessun Preset Utente,ユーザープリセットがありません,여기에 사용자 프리셋 없음
preset.pleaseConfirmYouAreDeletingPreset,请确认删除预设,請確認刪除預設,Please confirm you are deleting preset,Confirma que estás eliminando el perfil,Veuillez confirmer que vous supprimez le préréglage,Conferma di voler cancellare il Preset,プリセットを削除しますか？,프리셋을 삭제하시겠습니까?
